year,venue,doi,authors,title,publication_language,abstract
2021 Jan 19,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.2014408118 [doi] e2014408118,Chang PH; Chen MC; Tsai YP; Tan GYT; Hsu PH; Jeng YM; Tsai YF; Yang MH; Hwang-Verslues WW,Interplay between desmoglein2 and hypoxia controls metastasis in breast cancer.,United States,"Metastasis is the major cause of cancer death. An increased level of circulating tumor cells (CTCs), metastatic cancer cells that have intravasated into the circulatory system, is particularly associated with colonization of distant organs and poor prognosis. However, the key factors required for tumor cell dissemination and colonization remain elusive. We found that high expression of desmoglein2 (DSG2), a component of desmosome-mediated intercellular adhesion complexes, promoted tumor growth, increased the prevalence of CTC clusters, and facilitated distant organ colonization. The dynamic regulation of DSG2 by hypoxia was key to this process, as down-regulation of DSG2 in hypoxic regions of primary tumors led to elevated epithelial-mesenchymal transition (EMT) gene expression, allowing cells to detach from the primary tumor and undergo intravasation. Subsequent derepression of DSG2 after intravasation and release of hypoxic stress was associated with an increased ability to colonize distant organs. This dynamic regulation of DSG2 was mediated by Hypoxia-Induced Factor1α (HIF1α). In contrast to its more widely observed function to promote expression of hypoxia-inducible genes, HIF1α repressed DSG2 by recruitment of the polycomb repressive complex 2 components, EZH2 and SUZ12, to the DSG2 promoter in hypoxic cells. Consistent with our experimental data, DSG2 expression level correlated with poor prognosis and recurrence risk in breast cancer patients. Together, these results demonstrated the importance of DSG2 expression in metastasis and revealed a mechanism by which hypoxia drives metastasis."
2020 Oct,Journal of biomedical optics,10.1117/1.JBO.25.10.102703 [doi] 102703,Roblyer D,Perspective on the increasing role of optical wearables and remote patient monitoring in the COVID-19 era and beyond.,United States,"SIGNIFICANCE: The COVID-19 pandemic is changing the landscape of healthcare delivery in many countries, with a new shift toward remote patient monitoring (RPM). AIM: The goal of this perspective is to highlight the existing and future role of wearable and RPM optical technologies in an increasingly at-home healthcare and research environment. APPROACH: First, the specific changes occurring during the COVID-19 pandemic in healthcare delivery, regulations, and technological innovations related to RPM technologies are reviewed. Then, a review of the current state and potential future impact of optical physiological monitoring in portable and wearable formats is outlined. RESULTS: New efforts from academia, industry, and regulatory agencies are advancing and encouraging at-home, portable, and wearable physiological monitors as a growing part of healthcare delivery. It is hoped that these shifts will assist with disease diagnosis, treatment, management, recovery, and rehabilitation with minimal in-person contact. Some of these trends are likely to persist for years to come. Optical technologies already account for a large portion of RPM platforms, with a good potential for future growth. CONCLUSIONS: The biomedical optics community has a potentially large role to play in developing, testing, and commercializing new wearable and RPM technologies to meet the changing healthcare and research landscape in the COVID-19 era and beyond."
2023 Sep 12,JMIR formative research,10.2196/47388 [doi] e47388,Bin KJ; De Pretto LR; Sanchez FB; De Souza E Castro FPM; Ramos VD; Battistella LR,Digital Platform for Continuous Monitoring of Patients Using a Smartwatch: Longitudinal Prospective Cohort Study.,Canada,"BACKGROUND: Since the COVID-19 pandemic, there has been a boost in the digital transformation of the human society, where wearable devices such as a smartwatch can already measure vital signs in a continuous and naturalistic way; however, the security and privacy of personal data is a challenge to expanding the use of these data by health professionals in clinical follow-up for decision-making. Similar to the European General Data Protection Regulation, in Brazil, the Lei Geral de Proteção de Dados established rules and guidelines for the processing of personal data, including those used for patient care, such as those captured by smartwatches. Thus, in any telemonitoring scenario, there is a need to comply with rules and regulations, making this issue a challenge to overcome. OBJECTIVE: This study aimed to build a digital solution model for capturing data from wearable devices and making them available in a safe and agile manner for clinical and research use, following current laws. METHODS: A functional model was built following the Brazilian Lei Geral de Proteção de Dados (2018), where data captured by smartwatches can be transmitted anonymously over the Internet of Things and be identified later within the hospital. A total of 80 volunteers were selected for a 24-week follow-up clinical trial divided into 2 groups, one group with a previous diagnosis of COVID-19 and a control group without a previous diagnosis of COVID-19, to measure the synchronization rate of the platform with the devices and the accuracy and precision of the smartwatch in out-of-hospital conditions to simulate remote monitoring at home. RESULTS: In a 35-week clinical trial, >11.2 million records were collected with no system downtime; 66% of continuous beats per minute were synchronized within 24 hours (79% within 2 days and 91% within a week). In the limit of agreement analysis, the mean differences in oxygen saturation, diastolic blood pressure, systolic blood pressure, and heart rate were -1.280% (SD 5.679%), -1.399 (SD 19.112) mm Hg, -1.536 (SD 24.244) mm Hg, and 0.566 (SD 3.114) beats per minute, respectively. Furthermore, there was no difference in the 2 study groups in terms of data analysis (neither using the smartwatch nor the gold-standard devices), but it is worth mentioning that all volunteers in the COVID-19 group were already cured of the infection and were highly functional in their daily work life. CONCLUSIONS: On the basis of the results obtained, considering the validation conditions of accuracy and precision and simulating an extrahospital use environment, the functional model built in this study is capable of capturing data from the smartwatch and anonymously providing it to health care services, where they can be treated according to the legislation and be used to support clinical decisions during remote monitoring."
2023 Jan 23,Letters in applied microbiology,ovac017 [pii] 10.1093/lambio/ovac017 [doi],Kapil S; Bhattu M; Sharma V; Kumar T,Racemization rate and biomolecular characterization of D-serine synthesizing bacteria Bacillus tequilensis A1C1.,England,"D-amino acids, the important components of the bacterial cell walls, are valuable molecular and genetic markers of bacterial-derived organic material in the environment. D-serine, a racemization product of L-serine is one such amino acid present in various prokaryotes and eukaryotes. It is a well-recognized regulator of various activities in the human nervous system. In plants, it has a role in the nitrogen cycle regulation and pollen tube growth. Serine enantiomers are present in different concentrations and few bacterial strains are reported to contribute to D-serine in the environment. During the present study, soil samples from different places in North India were collected and processed to isolate and screen the bacteria on M9 minimal media (Himedia) for D-serine synthesis. Thin-layer chromatography (TLC Silica gel 60 F 254 (20 × 20 cm, Merck, Darmstadt, Germany) and Mass spectroscopic analysis (Bruker MICROTOF II spectrometer) studies, etc were performed. D-serine-producing isolates were characterized as per standard procedures. Bacterial isolate A1C1 with maximum D-serine (0.919 ± 0.02 nM) synthesis under optimal growth conditions (37°C ± 0.5, 150 ± 0.5 RPM, and 7 ± 0.5 pH) was identified as Bacillus tequilensis based on 16sRNA sequencing. The isolate could be a valuable serine racemization tool for various industrial and environmental applications."
2022 Jan,Journal of cellular and molecular medicine,10.1111/jcmm.17093 [doi],Xu Y; Guo Z; Peng H; Guo L; Wang P,IGF2BP3 promotes cell metastasis and is associated with poor patient survival in nasopharyngeal carcinoma.,England,"Metastasis contributes to treatment failure in nasopharyngeal carcinoma (NPC) patients. Our study aimed at elucidating the role of insulin-like growth factor 2 mRNA binding protein 3 (IGF2BP3) in NPC metastasis and the underlying mechanism involved. IGF2BP3 expression in NPC was determined by bioinformatics, quantitative polymerase chain reaction and immunohistochemistry analyses. The biological function of IGF2BP3 was investigated by using in vitro and in vivo studies. In this study, IGF2BP3 mRNA and protein levels were elevated in NPC tissues. In addition, IGF2BP3 exerted an oncogenic role by promoting epithelial-mesenchymal transition (EMT), thereby inducing NPC cell migration and invasion. Further studies revealed that IGF2BP3 regulated the expression of key regulators of EMT by activating AKT/mTOR signalling, thus stimulating NPC cell migration and invasion. Remarkably, targeting IGF2BP3 delayed NPC metastasis through attenuating p-AKT and vimentin expression and inducing E-cadherin expression in vivo. Moreover, IGF2BP3 protein levels positively correlated with distant metastasis after initial treatment. Importantly, IGF2BP3 expression served as an independent prognostic factor in predicting the overall survival and distant metastasis-free survival of NPC patients. This work identifies IGF2BP3 as a novel prognostic marker and a new target for NPC treatment."
2024 Jun 29,"Sensors (Basel, Switzerland)",10.3390/s24134249 [doi] 4249,Nekui OD; Wang W; Liu C; Wang Z; Ding B,IoT-Based Heartbeat Rate-Monitoring Device Powered by Harvested Kinetic Energy.,Switzerland,"Remote patient-monitoring systems are helpful since they can provide timely and effective healthcare facilities. Such online telemedicine is usually achieved with the help of sophisticated and advanced wearable sensor technologies. The modern type of wearable connected devices enable the monitoring of vital sign parameters such as: heart rate variability (HRV) also known as electrocardiogram (ECG), blood pressure (BLP), Respiratory rate and body temperature, blood pressure (BLP), respiratory rate, and body temperature. The ubiquitous problem of wearable devices is their power demand for signal transmission; such devices require frequent battery charging, which causes serious limitations to the continuous monitoring of vital data. To overcome this, the current study provides a primary report on collecting kinetic energy from daily human activities for monitoring vital human signs. The harvested energy is used to sustain the battery autonomy of wearable devices, which allows for a longer monitoring time of vital data. This study proposes a novel type of stress- or exercise-monitoring ECG device based on a microcontroller (PIC18F4550) and a Wi-Fi device (ESP8266), which is cost-effective and enables real-time monitoring of heart rate in the cloud during normal daily activities. In order to achieve both portability and maximum power, the harvester has a small structure and low friction. Neodymium magnets were chosen for their high magnetic strength, versatility, and compact size. Due to the non-linear magnetic force interaction of the magnets, the non-linear part of the dynamic equation has an inverse quadratic form. Electromechanical damping is considered in this study, and the quadratic non-linearity is approximated using MacLaurin expansion, which enables us to find the law of motion for general case studies using classical methods for dynamic equations and the suitable parameters for the harvester. The oscillations are enabled by applying an initial force, and there is a loss of energy due to the electromechanical damping. A typical numerical application is computed with Matlab 2015 software, and an ODE45 solver is used to verify the accuracy of the method."
2021,Disease markers,10.1155/2021/5510780 [doi] 5510780,Ruchong P; Haiping T; Xiang W,A Five-Gene Prognostic Nomogram Predicting Disease-Free Survival of Differentiated Thyroid Cancer.,United States,"BACKGROUND: Differentiated thyroid cancer (DTC) is the most common type of thyroid tumor with a high recurrence rate. Here, we developed a nomogram to effectively predict postoperative disease-free survival (DFS) in DTC patients. METHODS: The mRNA expressions and clinical data of DTC patients were downloaded from the Cancer Genome Atlas (TCGA) and the Gene Expression Omnibus (GEO) database. Seventy percent of patients were randomly selected as the training dataset, and thirty percent of patients were classified into the testing dataset. Multivariate Cox regression analysis was adopted to establish a nomogram to predict 1-year, 3-year, and 5-year DFS rate of DTC patients. RESULTS: A five-gene signature comprised of TENM1, FN1, APOD, F12, and BTNL8 genes was established to predict the DFS rate of DTC patients. Results from the concordance index (C-index), area under curve (AUC), and calibration curve showed that both the training dataset and the testing dataset exhibited good prediction ability, and they were superior to other traditional models. The risk score and distant metastasis (M) of the five-gene signature were independent risk factors that affected DTC recurrence. A nomogram that could predict 1-year, 3-year, and 5-year DFS rate of DTC patients was established with a C-index of 0.801 (95% CI: 0.736, 0.866). CONCLUSION: Our study developed a prediction model based on the gene expression and clinical characteristics to predict the DFS rate of DTC patients, which may be applied to more accurately assess patient prognosis and individualized treatment."
2024 Jun,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,S1053-2498(24)00042-1 [pii] 10.1016/j.healun.2024.02.003 [doi],Almond CS; Davies R; Adachi I; Richmond M; Law S; Tunuguntla H; Mao C; Shaw F; Lantz J; Wearden PD; Jordan LC; Ichord RN; Burns K; Zak V; Magnavita A; Gonzales S; Conway J; Jeewa A; Freemon D'; Stylianou M; Sleeper L; Dykes JC; Ma M; Fynn-Thompson F; Lorts A; Morales D; Vanderpluym C; Dasse K; Patricia Massicotte M; Jaquiss R; Mahle WT,A prospective multicenter feasibility study of a miniaturized implantable continuous flow ventricular assist device in smaller children with heart failure.,United States,"BACKGROUND: There is no FDA-approved left ventricular assist device (LVAD) for smaller children permitting routine hospital discharge. Smaller children supported with LVADs typically remain hospitalized for months awaiting heart transplant-a major burden for families and a challenge for hospitals. We describe the initial outcomes of the Jarvik 2015, a miniaturized implantable continuous flow LVAD, in the NHLBI-funded Pumps for Kids, Infants, and Neonates (PumpKIN) study, for bridge-to-heart transplant. METHODS: Children weighing 8 to 30 kg with severe systolic heart failure and failing optimal medical therapy were recruited at 7 centers in the United States. Patients with severe right heart failure and single-ventricle congenital heart disease were excluded. The primary feasibility endpoint was survival to 30 days without severe stroke or non-operational device failure. RESULTS: Of 7 children implanted, the median age was 2.2 (range 0.7, 7.1) years, median weight 10 (8.2 to 20.7) kilograms; 86% had dilated cardiomyopathy; 29% were INTERMACS profile 1. The median duration of Jarvik 2015 support was 149 (range 5 to 188) days where all 7 children survived including 5 to heart transplant, 1 to recovery, and 1 to conversion to a paracorporeal device. One patient experienced an ischemic stroke on day 53 of device support in the setting of myocardial recovery. One patient required ECMO support for intractable ventricular arrhythmias and was eventually transplanted from paracorporeal biventricular VAD support. The median pump speed was 1600 RPM with power ranging from 1-4 Watts. The median plasma free hemoglobin was 19, 30, 19 and 30 mg/dL at 7, 30, 90 and 180 days or time of explant, respectively. All patients reached the primary feasibility endpoint. Patient-reported outcomes with the device were favorable with respect to participation in a full range of activities. Due to financial issues with the manufacturer, the study was suspended after consent of the eighth patient. CONCLUSION: The Jarvik 2015 LVAD appears to hold important promise as an implantable continuous flow device for smaller children that may support hospital discharge. The FDA has approved the device to proceed to a 22-subject pivotal trial. Whether this device will survive to commercialization remains unclear because of the financial challenges faced by industry seeking to develop pediatric medical devices. (Supported by NIH/NHLBI HHS Contract N268201200001I, clinicaltrials.gov 02954497)."
2022 Aug 3,JMIR cardio,10.2196/34959 [doi] e34959,Buhr L; Kaufmann PLM; Jörß K,Attitudes of Patients With Chronic Heart Failure Toward Digital Device Data for Self-documentation and Research in Germany: Cross-sectional Survey Study.,Canada,"BACKGROUND: In recent years, the use of digital mobile measurement devices (DMMDs) for self-documentation in cardiovascular care in Western industrialized health care systems has increased. For patients with chronic heart failure (cHF), digital self-documentation plays an increasingly important role in self-management. Data from DMMDs can also be integrated into telemonitoring programs or data-intensive medical research to collect and evaluate patient-reported outcome measures through data sharing. However, the implementation of data-intensive devices and data sharing poses several challenges for doctors and patients as well as for the ethical governance of data-driven medical research. OBJECTIVE: This study aims to explore the potential and challenges of digital device data in cardiology research from patients' perspectives. Leading research questions of the study concerned the attitudes of patients with cHF toward health-related data collected in the use of digital devices for self-documentation as well as sharing these data and consenting to data sharing for research purposes. METHODS: A cross-sectional survey of patients of a research in cardiology was conducted at a German university medical center (N=159) in 2020 (March to July). Eligible participants were German-speaking adult patients with cHF at that center. A pen-and-pencil questionnaire was sent by mail. RESULTS: Most participants (77/105, 73.3%) approved digital documentation, as they expected the device data to help them observe their body and its functions more objectively. Digital device data were believed to provide cognitive support, both for patients' self-assessment and doctors' evaluation of their patients' current health condition. Interestingly, positive attitudes toward DMMD data providing cognitive support were, in particular, voiced by older patients aged >65 years. However, approximately half of the participants (56/105, 53.3%) also reported difficulty in dealing with self-documented data that lay outside the optimal medical target range. Furthermore, our findings revealed preferences for the self-management of DMMD data disclosed for data-intensive medical research among German patients with cHF, which are best implemented with a dynamic consent model. CONCLUSIONS: Our findings provide potentially valuable insights for introducing DMMD in cardiovascular research in the German context. They have several practical implications, such as a high divergence in attitudes among patients with cHF toward different data-receiving organizations as well as a large variance in preferences for the modes of receiving information included in the consenting procedure for data sharing for research. We suggest addressing patients' multiple views on consenting and data sharing in institutional normative governance frameworks for data-intensive medical research."
2022 May 10,Materials horizons,10.1039/d2mh00028h [doi],Fu H; Wang B; Li J; Xu J; Li J; Zeng J; Gao W; Chen K,"A self-healing, recyclable and conductive gelatin/nanofibrillated cellulose/Fe(3+) hydrogel based on multi-dynamic interactions for a multifunctional strain sensor.",England,"Conductive hydrogels have emerged as promising material candidates for multifunctional strain sensors, attributed to their similarity to biological tissues, good wearability, and high accuracy of information acquisition. However, it is difficult to simultaneously manufacture conductive hydrogel-based multifunctional strain sensors with the synergistic properties of reliable healability for long-term usage and environmental degradability/recyclability for decreasing the electronic waste. This work reports a facile strategy to engineer a self-healing, recyclable and conductive strain sensor by virtue of molecular-level multi-dynamic interactions (MMDIs) including Schiff base complexes, hydrogen bonds, and coordination bonds, which were fabricated using a dialdehyde TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)-oxidized nanofibrillated cellulose (DATNFC) pre-reinforced gelatin nanocomposite hydrogel (gelatin/DATNFC hydrogel, GDH) followed by dipping in an Fe(3+) aqueous solution. The MMDI strategy allows synchronous regulation of both bulk and interfacial interactions to obtain exciting properties that outperform those of conventional hydrogels, including extraordinary compressive stress (1310 kPa), intriguing self-healing abilities, and remarkable electrical conductivity. With these outstanding merits, the as-prepared gelatin/DATNFC/Fe(3+) hydrogel (GDIH) is developed to be a multifunctional strain sensor with appealing strain sensitivity (GF = 2.24 under 6% strain) and compressive sensitivity (S = 1.14 kPa(-1) under 15 kPa), which can be utilized to manufacture electronic skin and accurately discern subtle bodily motions, handwriting and personal signatures. Notably, this GDIH-based sensor also exhibited reliable self-healing properties for long-term usage, environmental degradability and complete recyclability for decreasing the electronic waste. In consideration of the extremely facile preparation process, biocompatibility, satisfactory functionalities, remarkable self-healing properties and recyclability, the emergence of the GDIH-based sensor is believed to propose a new strategy for the development of sustainable-multifunctional strain sensors and healthcare monitoring."
2021 Mar,Journal of diabetes science and technology,10.1177/1932296820978399 [doi],Zhang JY; Shang T; Ahn D; Chen K; Coté G; Espinoza J; Mendez CE; Spanakis EK; Thompson B; Wallia A; Wisk LE; Kerr D; Klonoff DC,How to Best Protect People With Diabetes From the Impact of SARS-CoV-2: Report of the International COVID-19 and Diabetes Summit.,United States,"The coronavirus disease 2019 (COVID-19) pandemic caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) virus has rapidly involved the entire world and exposed the pressing need for collaboration between public health and other stakeholders from the clinical, scientific, regulatory, pharmaceutical, and medical device and technology communities. To discuss how to best protect people with diabetes from serious outcomes from COVID-19, Diabetes Technology Society, in collaboration with Sansum Diabetes Research Institute, hosted the ""International COVID-19 and Diabetes Virtual Summit"" on August 26-27, 2020. This unique, unprecedented real-time conference brought together physicians, scientists, government officials, regulatory experts, industry representatives, and people with diabetes from six continents to review and analyze relationships between COVID-19 and diabetes. Over 800 attendees logged in. The summit consisted of five sessions: (I) Keynotes, (II) Preparedness, (III) Response, (IV) Recovery, and (V) Surveillance; eight parts: (A) Background, (B) Resilience, (C) Outpatient Care, (D) Inpatient Care, (E) Resources, (F) High-Risk Groups, (G) Regulation, and (H) The Future; and 24 sections: (1) Historic Pandemics and Impact on Society, (2) Pathophysiology/Risk Factors for COVID-19, (3) Social Determinants of COVID-19, (4) Preparing for the Future, (5) Medications and Vaccines, (6) Psychology of Patients and Caregivers, (7) Outpatient Treatment of Diabetes Mellitus and Non-Pharmacologic Intervention, (8) Technology and Telehealth for Diabetes Outpatients, (9) Technology for Inpatients, (10) Management of Diabetes Inpatients with COVID-19, (11) Ethics, (12) Accuracy of Diagnostic Tests, (13) Children, (14) Pregnancy, (15) Economics of Care for COVID-19, (16) Role of Industry, (17) Protection of Healthcare Workers, (18) People with Diabetes, (19) International Responses to COVID-19, (20) Government Policy, (21) Regulation of Tests and Treatments, (22) Digital Health Technology, (23) Big Data Statistics, and 24) Patient Surveillance and Privacy. The two keynote speeches were entitled (1) COVID-19 and Diabetes-Meeting the Challenge and (2) Knowledge Gaps and Research Opportunities for Diabetes and COVID-19. While there was an emphasis on diabetes and its interactions with COVID-19, the panelists also discussed the COVID-19 pandemic in general. The meeting generated many novel ideas for collaboration between experts in medicine, science, government, and industry to develop new technologies and disease treatment paradigms to fight this global pandemic."
2023 Nov 1,ACS applied materials & interfaces,10.1021/acsami.3c12735 [doi],Zhang X; Liang S; Li F; Ding H; Ding L; Bai Y; Zhang L,Flexible Strain-Sensitive Sensors Assembled from Mussel-inspired Hydrogel with Tunable Mechanical Properties and Wide Temperature Tolerance in Multiple Application Scenarios.,United States,"Conductive hydrogels, exhibiting wide applications in electronic skins and soft wearable sensors, often require maturely regulating of the hydrogel mechanical properties to meet specific demands and work for a long-term or under extreme environment. However, in situ regulation of the mechanical properties of hydrogels is still a challenge, and regular conductive hydrogels will inevitably freeze at subzero temperature and easily dehydrate, which leads to a short service life. Herein, a novel adhesive hydrogel (PAA-Dopa-Zr(4+)) capable of strain sensing is proposed with antifreezing, nondrying, strong surface adhesion, and tunable mechanical properties. 3,4-Dihydroxyphenyl-l-alanine (l-Dopa)-grafted poly(acrylic acid) (PAA) and Zr(4+) ion are introduced into the hydrogel, which broadly alters the mechanical properties via tuning the in situ aggregation state of polymer chains by ions based on the complexation effect. The catechol groups of l-Dopa and viscous glucose endow the hydrogel with high adhesiveness for skin and device interface (including humid and dry environments) and exhibit an outstanding temperature tolerance under extreme wide temperature spectrum (-35 to 65 °C) or long-lasting moisture retention (60 days). Furthermore, this PAA-Dopa-Zr(4+) can be assembled as a flexible strain-sensitive sensor to detect human motions based on specific mechanical properties requirements. This work, enabling superior adhesive and temperature tolerance performance and broad mechanical tenability, presents a new paradigm for numerous applications to wearable sensing and personalized healthcare monitoring."
2021 Jun 3,JMIR biomedical engineering,10.2196/26942 [doi] e26942,Salisbury JP,Using Medical Device Standards for Design and Risk Management of Immersive Virtual Reality for At-Home Therapy and Remote Patient Monitoring.,Canada,"Numerous virtual reality (VR) systems have received regulatory clearance as therapeutic medical devices for in-clinic and at-home use. These systems enable remote patient monitoring of clinician-prescribed rehabilitation exercises, although most of these systems are nonimmersive. With the expanding availability of affordable and easy-to-use head-mounted display (HMD)-based VR, there is growing interest in immersive VR therapies. However, HMD-based VR presents unique risks. Following standards for medical device development, the objective of this paper is to demonstrate a risk management process for a generic immersive VR system for remote patient monitoring of at-home therapy. Regulations, standards, and guidance documents applicable to therapeutic VR design are reviewed to provide necessary background. Generic requirements for an immersive VR system for home use and remote patient monitoring are identified using predicate analysis and specified for both patients and clinicians using user stories. To analyze risk, failure modes and effects analysis, adapted for medical device risk management, is performed on the generic user stories and a set of risk control measures is proposed. Many therapeutic applications of VR would be regulated as a medical device if they were to be commercially marketed. Understanding relevant standards for design and risk management early in the development process can help expedite the availability of innovative VR therapies that are safe and effective."
2024 Sep,International journal of medical informatics,S1386-5056(24)00195-3 [pii] 10.1016/j.ijmedinf.2024.105532 [doi],Mattison G; Canfell OJ; Smith D; Forrester D; Reid D; Töyräs J; Dobbins C,"An excellent servant but a terrible master"": Understanding the value of wearables for self-management in people with cystic fibrosis and their healthcare providers - A qualitative study.",Ireland,"BACKGROUND: Wearables hold potential to improve chronic disease self-management in conditions like cystic fibrosis (CF) through remote monitoring, early detection of illness and motivation. Little is known about the acceptability and sustainability of integrating wearables into routine care from the perspectives of people with CF (pwCF) and their treating clinicians. METHODS: A cross-sectional qualitative study involving semi-structured interviews with adult pwCF and focus groups comprising members of a CF multidisciplinary team (MDT) were conducted at a specialist CF centre in Australia. A phenomenological orientation underpinned the study. Inductive thematic analysis was performed using the Framework method. The study adhered to the Consolidated Criteria for Reporting Qualitative Research (COREQ) checklist. RESULTS: Nine pwCF and eight members of a CF MDT, representing six clinical disciplines, participated in the study. Eight themes were inductively generated from the data, of which four were identified from each group. PwCF valued wearables for providing real-time data to motivate healthy behaviours and support shared goal-setting with healthcare providers. Wearables did not influence adherence to CF-specific self-management practices and had some hardware limitations. Members of the CF MDT recognised potential benefits of remote monitoring and shared goal-setting, but advised caution regarding data accuracy, generating patient anxiety in certain personality traits, and lack of evidence supporting use in CF self-management. CONCLUSIONS: Perspectives on integrating wearables into CF care were cautiously optimistic, with emerging risks related to patient anxiety and lack of evidence moderating acceptance."
2024 Feb 14,ACS applied materials & interfaces,10.1021/acsami.3c15368 [doi],Li Z; Zhao K; Wang J; Wang B; Lu J; Jia B; Ji T; Han X; Luo G; Yu Y; Wang L; Li M; Wang Z; Zhao L,"Sensitive, Robust, Wide-Range, and High-Consistency Capacitive Tactile Sensors with Ordered Porous Dielectric Microstructures.",United States,"Flexible capacitive tactile sensors show great promise in personalized healthcare monitoring and human-machine interfaces, but their practical application is normally hindered because they rarely possess the required comprehensive performance, that is, high pressure sensitivity and fast response within a broad pressure range, high structure robustness, performance consistency, etc. This paper aims to engineer flexible capacitive pressure sensors with highly ordered porous dielectric microstructures and a 3D-printing-based fully solution-processable fabrication process. The proposed dielectric layer with uniformly distributed interior microporous can not only increase its compressibility and dynamic response within an extended pressure range but also enlarge its contact area with electrodes, contributing to a simultaneous improvement in the sensitivity, response speed, detection range, and structure robustness. Meanwhile, owing to its superior abilities in complex structure manufacturing and dimension controlling, the proposed 3D-printing-based fabrication process enables the consistent fabrication of the porous microstructure and thus guarantees device consistency. As a result, the prepared pressure sensors exhibit a high sensitivity of 0.21 kPa(-1), fast response and relaxation times of 112 and 152 ms, an interface bonding strength of more than 455.2 kPa, and excellent performance consistency (≤5.47% deviation among different batches of sensors) and tunability. Encouraged by this, the pressure sensor is further integrated with a wireless readout circuit and realizes wireless wearable monitoring of various biosignals (pulse waves and heart rate) and body movements (from slight finger touch to large knee bending). Finally, the influence law of the feature parameters of the porous microstructure on device performance is established by the finite element method, paving the way for sensor optimization. This study motivates the development of flexible capacitive pressure sensors toward practical application."
2023 Aug 15,"Journal of fungi (Basel, Switzerland)",10.3390/jof9080851 [doi] 851,Feng Y; Cui J; Xu B; Jiang Y; Fu C; Tan L,A Potentially Practicable Halotolerant Yeast Meyerozyma guilliermondii A4 for Decolorizing and Detoxifying Azo Dyes and Its Possible Halotolerance Mechanisms.,Switzerland,"In this study, a halotolerant yeast that is capable of efficiently decolorizing and detoxifying azo dyes was isolated, identified and characterized for coping with the treatment of azo-dye-containing wastewaters. A characterization of the yeast, including the optimization of its metabolism and growth conditions, its detoxification effectiveness and the degradation pathway of the target azo dye, as well as a determination of the key activities of the enzyme, was performed. Finally, the possible halotolerance mechanisms of the yeast were proposed through a comparative transcriptome analysis. The results show that a halotolerant yeast, A4, which could decolorize various azo dyes, was isolated from a marine environment and was identified as Meyerozyma guilliermondii. Its optimal conditions for dye decolorization were ≥1.0 g/L of sucrose, ≥0.2 g/L of (NH(4))(2)SO(4), 0.06 g/L of yeast extract, pH 6.0, a temperature of 35 °C and a rotation speed of ≥160 rpm. The yeast, A4, degraded and detoxified ARB through a series of steps, relying on the key enzymes that might be involved in the degradation of azo dye and aromatic compounds. The halotolerance of the yeast, A4, was mainly related to the regulation of the cell wall components and the excessive uptake of Na(+)/K(+) and/or compatible organic solutes into the cells under different salinity conditions. The up-regulation of genes encoding Ca(2+)-ATPase and casein kinase II as well as the enrichment of KEGG pathways associated with proteasome and ribosome might also be responsible for its halotolerance."
2023 Mar 1,Hormone molecular biology and clinical investigation,10.1515/hmbci-2022-0036 [doi],Farhoudi Sefidan Jadid M; Jahangirzadehd G; Behroozi J,Anti-proliferation effects of Apatinib in combination with Curcumin in breast cancer cells.,Germany,"OBJECTIVES: Despite remarkable development of new therapeutic strategies to improve survival rates and treatment of patients with cancer, there are still many limitations in management of patients with distant metastasis breast cancer. Therefore, the aim of this study was to investigate a novel method to enhance therapeutic efficacy of Apatinib (as a chemotherapeutic agent) by co-administration of Curcumin (as a bioactive herbal compound) in breast cancer treatment. METHODS: Effects of Apatinib, Curcumin, and their combinations (Apa-Cur) was evaluated on viability and proliferation of breast cell line (MCF7) by MTT assay. Moreover, effects of Apatinib, Curcumin, and Apa-Cur was investigated on apoptosis rate in the cancer cells. Expression levels of apoptosis-related genes (BAX, SMAC, BCL2, and SURVIVIN) in treated cancer cells and untreated controls were evaluated using the Real-Time PCR method. RESULTS: The obtained results showed that all treatments of Apatinib, Curcumin, and Apa-Cur significantly decreased viability and proliferation of the breast cancer cells in a concentration- and time-dependent manner. However, anti-proliferation activity of Apa-Cur combination was significantly higher than Apatinib and Curcumin treatment alone. In addition, Apatinib, Curcumin, and Apa-Cur increased apoptosis percentage in the treated cancer cells through regulation of apoptosis-related genes expression. CONCLUSIONS: In general, Apa-Cur combination therapy exerts more profound anti-proliferation effects on breast cancer cell than Apatinib or Curcumin monotherapy. However, further studies are required to identify other possible signaling pathways and mechanisms involved in the anticancer effects of Apatinib, Curcumin, and Apa-Cur."
