year,venue,doi,authors,title,publication_language,abstract
2022,2022 IEEE 12th International Conference on Consumer Electronics (ICCE-Berlin),10.1109/ICCE-Berlin56473.2022.9937137,G. Ciocca; P. Napoletano; M. Romanato; R. Schettini,A health telemonitoring platform based on data integration from different sources,,"The management of people with long-term or chronic illness is one of the biggest challenges for national health systems. In fact, these diseases are among the leading causes of hospitalization, especially for the elderly, and huge amount of resources required to monitor them leads to problems with sustainability of the healthcare systems. The increasing diffusion of portable devices and new connectivity technologies allows the implementation of telemonitoring system capable of providing support to health care providers and lighten the burden on hospitals and clinics. In this paper, we present the implementation of a telemonitoring platform for healthcare, designed to capture several types of physiological health parameters from different consumer mobile and custom devices. Consumer medical devices can be integrated into the platform via the Google Fit ecosystem that supports hundreds of devices, while custom devices can directly interact with the platform with standard communication protocols. The platform is designed to process the acquired data using machine learning algorithms, and to provide patients and physicians the physiological health parameters with a user-friendly, comprehensive, and easy to understand dashboard which monitors the parameters through time. Preliminary usabil-ity tests show a good user satisfaction in terms of functionality and usefulness."
2023,2023 14th International Conference on Information and Knowledge Technology (IKT),10.1109/IKT62039.2023.10433013,S. Tripathi; V. Makwana; M. Kumhar; H. Trivedi; J. Bhatia; S. Tanwar; H. Shahinzadeh,"IoMT-Enabled Smart Healthcare: State-of-the-Art, Security and Future Directions",,"The Internet of Medical Things (IoMT) has become a game-changing force in the healthcare sector, revolutionizing the management of patient care and the provision of medical services. IoMT improves patient monitoring, diagnoses, therapy, and overall healthcare management by using the potential of linked medical devices, wearable sensors, and healthcare systems. This paper thoroughly analyzes recent research trends in computing architectures and communication technologies in IoMT-enabled smart healthcare. We examine the most recent advancements in IoMT technology and applications, emphasizing how they affect patient outcomes, healthcare expenditures, and quality of care. We explore some of the most important areas of IoMT research, such as remote patient monitoring, real-time data analytics, and integration with cutting-edge technology such as machine learning (ML) and deep learning (DL). Furthermore, we explore the use cases in IoT-based healthcare, data analytics techniques, and challenges in IoMT. Security and privacy measures in IoMT are also discussed in the paper. The paper concluded with open discussion and future research directions in IoT-based healthcare."
2023,2023 45th Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),10.1109/EMBC40787.2023.10340715,R. Udhayakumar; S. Rahman; S. Gopakumar; C. Karmakar,Nonlinear Features from Multi-Modal Signals for Continuous Stress Monitoring,,"Continuous monitoring of stress in individuals during their daily activities has become an inevitable need in present times. Unattended stress is a silent killer and may lead to fatal physical and mental disorders if left unidentified. Stress identification based on individual judgement often leads to under-diagnosis and delayed treatment possibilities. EEG-based stress monitoring is quite popular in this context, but impractical to use for continuous remote monitoring.Continuous remote monitoring of stress using signals acquired from everyday wearables like smart watches is the best alternative here. Non-EEG data such as heart rate and ectodermal activity can also act as indicators of physiological stress. In this work, we have explored the possibility of using nonlinear features from non-EEG data such as (a) heart rate, (b) ectodermal activity, (c) body temperature (d) SpO2 and (e) acceleration in detecting four different types of neurological states; namely (1) Relaxed state, (2) State of Physical stress, (3) State of Cognitive stress and (4) State of Emotional stress. Physiological data of 20 healthy adults have been used from the noneeg database of PhysioNet.Results: We used two machine learning models; a linear logistic regression and a nonlinear random forest to detect (a) stress from relaxed state and (4) the four different neurological states. We trained the models using linear and nonlinear features separately. For the 2-class and 4-class problems, using nonlinear features increased the accuracy of the models. Moreover, it is also proved in this study that by using nonlinear features, we can avoid the use of complex machine learning models."
2022,IEEE Access,10.1109/ACCESS.2022.3197164,N. Anjum; M. Alibakhshikenari; J. Rashid; F. Jabeen; A. Asif; E. M. Mohamed; F. Falcone,IoT-Based COVID-19 Diagnosing and Monitoring Systems: A Survey,,"To date, the novel Coronavirus (SARS-CoV-2) has infected millions and has caused the deaths of thousands of people around the world. At the moment, five antibodies, two from China, two from the U.S., and one from the UK, have already been widely utilized and numerous vaccines are under the trail process. In order to reach herd immunity, around 70% of the population would need to be inoculated. It may take several years to hinder the spread of SARS-CoV-2. Governments and concerned authorities have taken stringent measurements such as enforcing partial, complete, or smart lockdowns, building temporary medical facilities, advocating social distancing, and mandating masks in public as well as setting up awareness campaigns. Furthermore, there have been massive efforts in various research areas and a wide variety of tools, technologies and techniques have been explored and developed to combat the war against this pandemic. Interestingly, machine learning (ML) algorithms and internet of Things (IoTs) technology are the pioneers in this race. Up till now, several real-time and intelligent IoT-based COVID-19 diagnosing, and monitoring systems have been proposed to tackle the pandemic. In this article we have analyzed a wide range of IoTs technologies which can be used in diagnosing and monitoring the infected individuals and hotspot areas. Furthermore, we identify the challenges and also provide our vision about the future research on COVID-19."
2024,"2024 IEEE International Conference on Computing, Power and Communication Technologies (IC2PCT)",10.1109/IC2PCT60090.2024.10486795,Nidhi; B. S. Rawat; A. Srivastava; N. Garg,Health Monitoring Transforming Using IoT: A Review,,"The power of the Internet to manage healthcare is transforming the healthcare industry. With the advent of Internet of Things technology, healthcare providers can now collect real-time data from patients and send them live health assessments. This creative approach can improve patient outcomes, reduce healthcare costs, and strengthen preventive services. IoT-compliant healthcare systems include wearable technology, sensors and connected healthcare systems. These devices collect various physiological data such as body temperature, heart rate, blood pressure and activity level. The information is then securely transmitted to nurses or specialists so they can monitor the patient’s condition remotely. Personal and regular maintenance is one of the most important benefits of online health monitoring. The information is then securely transmitted to nurses or specialists so they can monitor the patient’s condition remotely. Personal and regular maintenance is one of the most important benefits of online health monitoring. Health care providers can anticipate changes in patients and health indicators and respond quickly. This treatment can be especially useful for patients who need post-operative care, have chronic diseases or are elderly. Additionally, it encourages patient empowerment and engagement in healthcare services through IoT-based health management. Patients can track their progress, actively participate in their treatment plans, and receive personalized feedback. This participation improves patient adherence and creates a sense of control. Furthermore, combining IoT data with artificial intelligence and machine learning algorithms enables advanced analytics and predictive modeling. Healthcare professionals will also benefit from these features."
2024,2024 3rd International Conference on Applied Artificial Intelligence and Computing (ICAAIC),10.1109/ICAAIC60222.2024.10574965,S. Nithin Wilfred Reyu; J. Pearly Princess,IoT based Pet Health Monitoring System for Sick Pets,,"An inventive way to monitor a pet’s health is the utilization of a pet health monitoring system. The proposed system's objective is to provide pet owners with current health information so they may take preventative actions. The wearable device that is part of the pet health monitoring system collects data from pets, including heart rate, temperature, and activity levels, and sends it to a central platform. It is programmed to examine this data in order to look for any irregularities or possible health problems. The system uses Blynk application that makes it easy for pet owners to view and understand the health information about their animals. Pet owners can seek veterinarian care by contacting them if the application notify them to any alarming shifts in their pet's health. By using it, pet owners can take an active role in promoting the health and wellbeing of their animals. Among the primary benefits of the pet health monitoring system are early detection of health issues, improved preventative treatment, remote monitoring capabilities, and more veterinarian-to-veterinarian communication. To sum up, the pet health monitoring system is a revolutionary instrument that helps pet owners effectively keep an eye on and control the health of their animals, ensuring that their beloved companions enjoy longer, healthier lives."
2023,2023 IEEE International Symposium on Smart Electronic Systems (iSES),10.1109/iSES58672.2023.00098,J. A. P; A. Shankar; A. N. JR; P. Gaur; S. S. Kumar,Smart Non-Invasive Real-Time Health Monitoring using Machine Learning and IoT,,"The paper explores a novel approach to health care using Machine Learning and the Internet of Things (IoT) to create a non-invasive real-time health monitoring system. The system uses IoT devices like wearable sensors, smart medical devices, and mobile applications to collect health-related data, including vital signs, activity levels, sleep patterns, and environmental factors. This data is integrated into a centralized cloud-based platform for accessibility and security. Machine Learning algorithms are used to process and interpret the data, detecting anomalies and predicting potential health issues. This allows for personalized health insights and early intervention in preventive healthcare. The system supports user-friendly interfaces, allowing individuals to actively engage in their own health management. Patients, caregivers, and healthcare professionals can access intuitive dashboards and receive notifications or alerts when abnormalities are detected, promoting informed decision-making and timely medical interventions. The Smart Non-Invasive Real-Time Health Monitoring system has the potential to transform the healthcare industry by changing the emphasis from responding to illnesses after they occur to actively preventing them beforehand."
2020,IEEE Journal of Translational Engineering in Health and Medicine,10.1109/JTEHM.2020.3014564,A. Fellger; G. Sprint; D. Weeks; E. Crooks; D. J. Cook,Wearable Device-Independent Next Day Activity and Next Night Sleep Prediction for Rehabilitation Populations,,"Wearable sensor-based devices are increasingly applied in free-living and clinical settings to collect fine-grained, objective data about activity and sleep behavior. The manufacturers of these devices provide proprietary software that labels the sensor data at specified time intervals with activity and sleep information. If the device wearer has a health condition affecting their movement, such as a stroke, these labels and their values can vary greatly from manufacturer to manufacturer. Consequently, generating outcome predictions based on data collected from patients attending inpatient rehabilitation wearing different sensor devices can be challenging, which hampers usefulness of these data for patient care decisions. In this article, we present a data-driven approach to combining datasets collected from different device manufacturers. With the ability to combine datasets, we merge data from three different device manufacturers to form a larger dataset of time series data collected from 44 patients receiving inpatient therapy services. To gain insights into the recovery process, we use this dataset to build models that predict a patient's next day physical activity duration and next night sleep duration. Using our data-driven approach and the combined dataset, we obtained a normalized root mean square error prediction of 9.11% for daytime physical activity and 11.18% for nighttime sleep duration. Our sleep result is comparable to the accuracy we achieved using the manufacturer's sleep labels (12.26%). Our device-independent predictions are suitable for both point-of-care and remote monitoring applications to provide information to clinicians for customizing therapy services and potentially decreasing recovery time."
2021,2021 World Automation Congress (WAC),10.23919/WAC50355.2021.9559516,H. Guzman; R. Joshi; V. Guzman; M. Kilger; K. Desai,Multimodal Data Streaming using Visual IoTs and Wearables for Telerehabilitation and Teletreatment,,"The current pandemic and the expansion of insurance coverage of telehealth for the elderly has shown the need for improvements in the automation of medical services and behavioral monitoring. Elderly individuals at home or in senior centers typically contact their physicians once a serious medical condition is obvious. There are very few systems with automated means of monitoring the health of individuals recovering from an injury or monitoring their progress when conducting telerehabilitation using wearables, remote cameras, and the cloud. To address these automation and long-term health monitoring issues, we have developed a multi-modal platform that employs common, low-cost wearables, and teleconferencing tools that takes advantage of cloud streaming services. One modality is based on Visual IoT and edge devices that automatically connect as teleconferencing clients to record human subjects’ telerehabilitation and teletreatment sessions and push these recordings to cloud storage. We performed experiments applying two different deep learning models to the cloud video streams to track whole-body skeleton motion or to detect hand keypoints during telerehabilitation. The rehabilitation maybe associated with recovery from a stroke or other similar incident. The other modality of our platform includes an Apple Watch ® App that pushes users’ physiological and kinematic data to the cloud and automatically generates data analytics dashboards for use by clinicians. Both, the wearables-based and the Visual IoT-based modalities complement each other in telerehabilitation or teletreatment controlled by clinicians. These modalities can also work together in sessions without the need for controlled (uncontrolled) telemonitoring. Our multimodality, cloud-based architecture shows very promising applications in automatic behavioral analytics, especially for elderly individuals with limited social contact that would benefit from telerehabilitation, or continuous telemonitoring."
2024,2024 10th International Conference on Communication and Signal Processing (ICCSP),10.1109/ICCSP60870.2024.10543644,T. Prabakaran; A. R. Babu; S. Hemalatha; J. Ramasamy; R. K. Kovarasan; B. Elango,IoT-Genomics Analysis for Personal Health with Cybergenomics and Cloud Technology,,"Recent innovations at the convergence of genomics and the Internet of Things (IoT) have opened the way for an innovative strategy for administering individualized health care. This research study combines the potential of wearable health monitoring technologies with genetic insights to analyze the personal healthcare. A comprehensive knowledge of health dynamics may be achieved by seamlessly integrating real-time health data collected from IoT-enabled wearables with individual genetic profiles. Using algorithms for machine learning, connections between genetic differences and instantaneous health responses may be uncovered, paving the way for the development of individualized therapies and lifestyle recommendations. The suggested framework allows people to improve their health and gives medical professionals access to data-driven insights that can be used for the early diagnosis of diseases and the development of individualized treatment plans. The work that has been done sheds light on the revolutionary potential of merging genetics with the Internet of Things to establish a new paradigm of preventative and individualized medical treatment."
2023,GLOBECOM 2023 - 2023 IEEE Global Communications Conference,10.1109/GLOBECOM54140.2023.10437695,I. Bisio; C. Garibotto; F. Lavagetto; M. Shahid,Feet Pressure Prediction from Lower Limbs IMU Sensors for Wearable Systems in Remote Monitoring Architectures,,"The eHealth systems are in great demand, particularly during times of outbreak like COVID-19, when there is a shortage of caregivers. The technological advancements, such as wearable wireless devices, the Internet of Things, and improved machine learning methods have made these systems more reliable. In modern times, these systems can play a vital role in post-rehabilitation journeys, which have significant social impact and high costs in traditional settings. Cost efficiency, portability, and generalization are key factors in adopting new technology. In this study, we investigate the potential for optimizing and simplifying hardware in order to increase the cost-effectiveness and versatility of post-stroke eHealth rehabilitation systems. It leverages the rich information available from Inertial Measurement Unit (IMU) sensors to compensate the need for foot pressure sensing. We present the first attempt to demonstrate the potential of machine learning, aided by affordable off the shelf motion sensing devices, for foot pressure analysis. Our proposed foot pressure decoding model is trained in an exercise-agnostic, self-supervised manner that eliminates the need for human annotation. The algorithm is evaluated using appropriate performance metrics, and our experimental results show very promising performance."
2022,2022 IEEE International Workshop on Metrology for Industry 4.0 & IoT (MetroInd4.0&IoT),10.1109/MetroInd4.0IoT54413.2022.9831481,E. D'Angelantonio; L. Lucangeli; V. Camomilla; A. Pallotti,Smart sock-based machine learning models development for phlebopathic patient screening,,"Internet of Things (IoT) systems are valid solutions for remote health monitoring. The combination of technology and network with medical knowledge leads to important telemedicine solutions. Telemedicine is the practice of medical care where patient and providers are separated by distance. Telemonitoring of chronic diseases is one of the most important aspects of telemedicine. Chronic diseases such as chronic venous disease and diabetic foot require continuous monitoring in order to prevent complications, which can become very burdensome, with variations in plantar pressures, deformations, ulcers, up to amputations. The quality of life of those suffering from these diseases is strongly affected and furthermore the continuous monitoring causes great expenses for the health system. We propose an IoT infrastructure for the screening and recognition of patients suffering from phlebopathic disease, based on the use of a smart sock. The smart sock integrates pressure sensors and inertial sensors, worn by patients during a dynamic test. The main contribution of this work is the development of machine learning models on the collected and processed data of a sample population of 24 participants, 13 healthy and 11 suffering from phlebopathic diseases. The best classifier obtained shows very good performance, with an accuracy of 95.83%, high precision, recall and a F1-Score equal to 0.95, making the proposed framework a good candidate as system for screening phlebopathic patients and for their early diagnosis."
2024,"2024 11th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)",10.1109/ICRITO61523.2024.10522250,J. A. J. Singh; J. Gnanasoundharam; M. Birunda; G. Sudha; S. P. Maniraj; C. Srinivasan,Wearable Sepsis Early Warning Using Cloud Computing and Logistic Regression Predictive Analytics,,"The significant morbidity and death rates associated with sepsis indicate that it is still an important health care concern. Wearable technologies, cloud computing, and logistic regression predictive analytics are proposed as unique techniques to identify sepsis early on in this research. Wearable sensors continuously monitor physiological parameters, collecting real-time data and sending it to the cloud for analysis. A logistic regression model trained using prior patient data can analyze the incoming data and predict the chance of sepsis development. The cloud's scalability, adaptability, and real-time processing communicate the necessity for quick interventions. The predictive analytics method shows some encouraging accuracy in spotting the first symptoms of sepsis and alerting doctors just in time. Combining wearable technology with cloud computing enhances accessibility to crucial health data, permitting remote monitoring and proactive healthcare management. The feasibility of the suggested approach in early sepsis diagnosis has been shown via both simulated and real-world patient studies. This system could enhance patient outcomes by facilitating early interventions and individualized healthcare recommendations. The cloud-based solution's scalability and flexibility also open the door to more widespread use in predictive analytics for a wide range of medical disorders."
2024,"2024 IEEE First International Conference on Artificial Intelligence for Medicine, Health and Care (AIMHC)",10.1109/AIMHC59811.2024.00038,A. Smiley; J. Finkelstein,Forecasting Exercise Exertion Levels Using LSTM Modeling of Wearable Physiological Data,,"This pilot study aimed to predict exercise exertion levels from physiological data collected from wearable devices using Long Short-Term Memory (LSTM) Recurrent Neural Network (RNN). During a 16-minute cycling exercise, real-time ECG, pulse rate, oxygen saturation, and revolutions per minute (RPM) data were collected at three intensity levels. In addition, the study subjects' ratings of perceived exertion (RPE) were gathered once per minute throughout each exercise session. Each 16-minute exercise session was further divided into eight 2-minute windows. Based on the self-reported RPEs, each 2-minute window was labeled as either “high exertion” or “low exertion” classes. RPMs, heart rate, and oxygen saturation levels were averaged for each window to form the predictive features. In addition, collected ECG data were used to extract the heart rate variability (HRV) features in both the temporal and frequency domains. We used the minimum redundancy maximum relevance (mRMR) algorithm to select the best predictive features. The top selected features were then used to train and test the LSTM classifier to predict the next window's exertion level. The designed classifier showed the training accuracy of 85.7% and the testing accuracy of 78.6%. This pilot study shows the potential of a deep learning classifier to track perceived exercise exertion automatically in real-time."
2023,2023 4th International Conference on Electronics and Sustainable Communication Systems (ICESC),10.1109/ICESC57686.2023.10193195,R. Maruthi; S. Nagarajan; R. Anitha; V. Jaitly,IoT based Automated Remote Monitoring System for Smart Farming,,"The population has increased over the years, which has affected the food supply and demand. Population growth, climate change and natural resource challenges are inter-linked factors that have affected the conventional way of farming. These challenging factors led to the introduction of Smart farming and Internet of Things (IoT) and climate-smart agriculture (CSA). This study explores an automated remote monitoring system using IoT in Smart farming. Irrigation is one of the main factors that directly affect crop growth, and up to 70 percent of the freshwater globally goes to agriculture. The proposed system uses moisture sensors to monitor the soil moisture levels for automated condition-based irrigation. The proposed system can be implemented in small-scale and large-scale farming; it will help farmers save costs and reduce water waste on a global scale. It uses 95 percent less water than conventional irrigation methods."
2024,2024 International Conference on Computational Intelligence and Computing Applications (ICCICA),10.1109/ICCICA60014.2024.10585027,K. Singh; P. Piyush; R. Kumar; S. Chhabra; N. Goomer; A. Kashyap,Multimodal Data Extraction & Fusion for Health Monitoring System and Early Diagnosis,,"Multimodal data fusion involves combining varied data types to enhance analysis, yielding comprehensive insights and improving decision-making in diverse applications. Current literature tends to focus on individual aspects, lacking a holistic perspective. A lack of standardized frameworks for effective multimodal fusion hampers seamless integration. Bridging these gaps is imperative to unlock the full potential of multimodal data fusion, ensuring more accurate diagnostics, personalized interventions, and improved patient outcomes. This research paper delves into Multimodal Data Fusion for Health Monitoring, acknowledging the significant strides made in the field while highlighting pertinent research gaps. The study emphasizes the need for a comprehensive understanding of the dynamic interactions between various data modalities and their impact on healthcare outcomes. This paper identifies these critical research gaps and serves as a guide for future investigations, steering the field toward a more robust and integrated approach to health monitoring."
2023,IEEE Sensors Journal,10.1109/JSEN.2023.3278497,A. K. Idrees; S. K. Idrees; T. Ali-Yahiya; R. Couturier,Multibiosensor Data Sampling and Transmission Reduction With Decision-Making for Remote Patient Monitoring in IoMT Networks,,"The rise in chronic diseases and the aging of the population led to an increase in the demand for remote healthcare systems that employ biosensors to monitor people’s health status. The increasing need for these automated systems has led to the emergence of the Internet of Medical Things (IoMT) networks. In the IoMT networks, the biosensor devices collect vital signs and transmit them to the gateway for further analysis and fusion. In light of the limited biosensor device resources (power, storage, and computation) and the periodical transmission of a large amount of data, it is necessary to optimize the transmission of data in order to conserve power while maintaining data quality at the gateway. Also, it became important to have a decision-making-based machine learning model at the gateway to evaluate a patient’s health and make a quick, accurate decision in case of an emergency. This article proposes multibiosensor data sampling and transmission reduction with decision-making (MuDaSaTReD) for remote patient monitoring in the IoMT networks. The MuDaSaTReD achieves this goal on two levels: biosensors and a fog gateway. It uses an energy-saving lightweight data transmission (ELiDaT) algorithm to get rid of the repeated data and then adapts the sampling rate of each biosensor using an adaptive data sampling (ADaS) algorithm. The Multibiosensor Data Sampling and Transmission Reduction with Decision-making (MuDaFuDeC) implements the machine learning model at the fog gateway to learn and decide the situation of the patient according to the received data from the biosensors. The performance evaluation shows that the MuDaFuDeC outperforms other approaches in terms of the data reduction percentage and energy consumption. It keeps a good representation of all the scores at the fog gateway and makes automated, fast, and accurate decisions based on the patient’s condition."
2023,"2023 International Conference on Research Methodologies in Knowledge Management, Artificial Intelligence and Telecommunication Engineering (RMKMATE)",10.1109/RMKMATE59243.2023.10369980,D. R. S; A. B,IoT Revolutionizing Healthcare: A Survey of Smart Healthcare System Architectures,,"The Internet of Things (IoT) has had a profound impact on the healthcare sector by paving the way for the creation of smart healthcare systems that improve patient monitoring, diagnosis, and individualized care. The purpose of this study is to provide a review of the state of the art in IoT-based healthcare system architectures. In this study, we take a look at the current state of the art of Internet of Things (IoT) technologies, protocols, and communication models used in healthcare settings. The survey digs into the roles and interconnections of key components and layers of IoT architecture, such as sensor nodes, gateways, cloud platforms, and data analytics, in a smart healthcare ecosystem. Furthermore, it investigates the potential for incorporating wearable devices, medical sensors, and other smart healthcare gadgets that enable real - time data gathering and transmission. In addition, the paper explores the dangers and vulnerabilities inherent in IoT - based healthcare systems, as well as the current solutions available for addressing these issues and safeguarding sensitive patient data. The challenges of interoperability and standardization are also explored in order to guarantee the smooth integration and communication of various healthcare equipment and systems. Using examples like remote patient monitoring, chronic illness management, fall detection, and elderly care, the survey emphasizes the beneficial effects of IoT on patient outcomes and healthcare efficiency."
2024,2024 5th International Conference on Mobile Computing and Sustainable Informatics (ICMCSI),10.1109/ICMCSI61536.2024.00102,S. Kumar; S. Kumar; H. Sinha; P. Yellamma,Multifunctional Health Monitoring System in IoT using Cloud Environment,,"The incorporation of sensors into daily gadgets such as smartwatches and mobile phones is causing a movement away from traditional equipment and toward more modern IoT (Internet of Things) technologies that offer improved mobility and adaptability. This has given rise to HIoT (Healthcare Internet of Things), which has impacted data collection process with more in-depth and precise discoveries compared to other existing approaches. Managing the different data provided by multiple devices, as well as resolving fluctuations in data representations created by dynamic data collection nodes, are among the major challenges. This research study investigates the variations between the collected data using HIoT devices and data acquired using known clinical healthcare technologies, as well as the potential of combining several HIoT devices to capture diverse health-related data points. It also looks at the possibility of complete visualizations assisting healthcare practitioners in making speedier diagnosis. This research study presents a configurable cardiac monitoring belt design to explore these ideas, with the goal of determining the theoretical capacity of generating information for inspection on a cloud computing platform utilizing machine learning algorithms."
2021,"2021 6th South-East Europe Design Automation, Computer Engineering, Computer Networks and Social Media Conference (SEEDA-CECNSM)",10.1109/SEEDA-CECNSM53056.2021.9566225,V. Fiska; V. Gakilazou; N. Katertsidis; A. T. Tzallas; N. Giannakeas; M. G. Tsipouras,Automatic Parkinson's tremor assessment with data analysis from daily activities,,"A new approach for the assessment of motor symptoms caused by Parkinson's disease (PD), based on data recorded using a smart mobile phone, is presented in this manuscript. Data were obtained from the online platform kaggle.com, and were analyzed based on machine learning techniques to produce a comprehensive physician report, presenting motor symptoms in everyday life. The idea of this study is to equip PD patients with a smartphone, which will monitor signals in real time for a period of time in order to enhance the medical diagnosis routine of a physician, providing information about the overall picture of the patient's motor condition, resulting in the provision of individualized treatment to the patient."
2022,IEEE Internet of Things Journal,10.1109/JIOT.2021.3135200,V. Hayyolalam; M. Aloqaily; Ö. Özkasap; M. Guizani,Edge-Assisted Solutions for IoT-Based Connected Healthcare Systems: A Literature Review,,"With the rapid growth of edge-assisted solutions in Internet of Things (IoT) networks, connected healthcare progressively relies on such solutions. This refers to systems in which all the healthcare stakeholders are connected to each other. These systems employ novel technologies, such as IoT, edge computing, and artificial intelligence (AI) to convert conventional health systems to more effective, appropriate, and customized intelligent systems. However, such systems encounter many restrictions and require new policies. By moving the computation and processing closer to the data sources and end-users, fog becomes edge computing which can reduce latency, bandwidth usage, and energy consumption. To the best of our knowledge, there is no systematic and methodological research in this scope that investigates the existing studies considering various vital and relevant factors. Thus, this survey aims to examine the state-of-the-art research in this area. We have reviewed a significant number of papers in this area and divided them into two main taxonomies, patient-centric and process-centric techniques. Furthermore, essential factors, such as available data sets and parameters like accuracy, mobility, and data rates are described and examined. Our aim is to bridge the gap between edge computing and connected healthcare solutions by discussing the challenges and highlighting future trends."
2024,IEEE Access,10.1109/ACCESS.2024.3357989,S. Alazwari; M. M. Eltahir; N. S. Almalki; A. Alzahrani; M. M. Alnfiai; A. S. Salama,Improved Coyote Optimization Algorithm and Deep Learning Driven Activity Recognition in Healthcare,,"Healthcare is an area of concern where the application of human-centred design practices and principles can enormously affect well-being and patient care. The provision of high-quality healthcare services requires a deep understanding of patients’ needs, experiences, and preferences. Human activity recognition (HAR) is paramount in healthcare monitoring by using machine learning (ML), sensor data, and artificial intelligence (AI) to track and discern individuals’ behaviours and physical movements. This technology allows healthcare professionals to remotely monitor patients, thereby ensuring they adhere to prescribed rehabilitation or exercise routines, and identify falls or anomalies, improving overall care and safety of the patient. HAR for healthcare monitoring, driven by deep learning (DL) algorithms, leverages neural networks and large quantities of sensor information to autonomously and accurately detect and track patients’ behaviors and physical activities. DL-based HAR provides a cutting-edge solution for healthcare professionals to provide precise and more proactive interventions, reducing the burden on healthcare systems and improving patient well-being while increasing the overall quality of care. Therefore, the study presents an improved coyote optimization algorithm with a deep learning-assisted HAR (ICOADL-HAR) approach for healthcare monitoring. The purpose of the ICOADL-HAR technique is to analyze the sensor information of the patients to determine the different kinds of activities. In the primary stage, the ICOADL-HAR model allows a data normalization process using the Z-score approach. For activity recognition, the ICOADL-HAR technique employs an attention-based long short-term memory (ALSTM) model. Finally, the hyperparameter tuning of the ALSTM model can be performed by using ICOA. The stimulation validation of the ICOADL-HAR model takes place using benchmark HAR datasets. The wide-ranging comparison analysis highlighted the improved recognition rate of the ICOADL-HAR method compared to other existing HAR approaches in terms of various measures."
2023,"2023 International Conference on IoT, Communication and Automation Technology (ICICAT)",10.1109/ICICAT57735.2023.10263768,S. Parthasarathy; V. Jayaraman; A. Mathias,MEDYAANIA: A Complete Telemedicine System,,"In India, the distribution of healthcare facilities is grossly unequal. Access to health care relies heavily on transportation, particularly in rural areas where travel distances are great and access to alternative modes such as public transit is limited. Although India has a doctor-to-patient ratio of 1:854 which is greater than the threshold recommended by the World Health Organization (WHO), almost 52% of these doctors only work in five states: Maharashtra, Tamil Nadu, Karnataka, Andhra Pradesh, and Uttar Pradesh. To bridge the gap between urban and rural India in accessing healthcare telemedicine came into existence. Telemedicine makes it possible for patients to receive medical care regardless of their location. Though there were hesitations in the beginning, in the new normal telemedicine booms across the globe. Hence, in this study, various existing telemedicine device manufacturers in India were examined. The limitation examined is that the patient monitor system manufactured by these companies does not include all the significant vitals required. Therefore, a system was proposed to track the patient 24/7 including all the necessary vitals. A deep learning model would be employed to predict the abnormality and the possible diseases. An alert system is included to alert the doctor and patient if there is any anomaly found. Hyperledger Fabric blockchain was integrated with edge computing which would be used to provide data security and further analysis."
2020,IEEE Access,10.1109/ACCESS.2020.3007561,S. S. Sarmah,An Efficient IoT-Based Patient Monitoring and Heart Disease Prediction System Using Deep Learning Modified Neural Network,,"The leading causes of death worldwide are chronic illnesses suchlike diabetes, Heart Disease (HD), cancer as well as chronic respiratory malady. It is remarkably intricate to diagnose HD with disparate symptoms or features. With the augmentation in popularity of smart wearable gadgets, a chance to render an Internet of Things (IoT) solution has turned out to be more. Unfortunately, the survival rates are low for the people suffering from sudden heart attacks. Consequently, a patient monitoring scheme intended for heart patients utilizing IoT centered Deep Learning Modified Neural Network (DLMNN) is proposed to assist in the HD diagnosis, and medication is given accordingly. This proposed technique is executed via `3' steps: I) Authentication, ii) Encryption, and iii) Classification. First, by utilizing the substitution cipher (SC) together with the SHA-512, the heart patient of the specific hospital is authenticated. Subsequently, the wearable IoT sensor device, which is fixed to the patient's body, concurrently transmits the sensor data to the cloud. This sensor data is encrypted and securely transmitted to the cloud utilizing the PDH-AES technique. After that, the encrypted data is finally decrypted, and by employing the DLMNN classifier, the classification is done. The classified outcomes comprise `2'types of data: i) normal and ii) abnormal. It denotes the patient's heart condition and if the outcome is abnormal, an alert text is passed to the physician for treating the patient. The investigational outcomes are estimated and the DLMNN for HD diagnosis shows improvement as compared to existing algorithms. Additionally, the proposed PDH-AES used in support of secure data transmission results in the highest level of security i.e. 95.87%, and it is achieved in the lowest time for encryption along with decryption when weighted against the existent AES."
