Cluster ID,confidence_score,year,venue,doi,authors,title,publication_language,abstract
13,0.7072668,2024,2024 International Conference on Intelligent Systems for Cybersecurity (ISCS),10.1109/ISCS61804.2024.10581342,P. Krishnamoorthy; R. Vasanthi; K. N. Pavithra; K. Jagadeesh; T. Vijayaraj; D. Arumugam,Internet of Things Oriented Human Body Enabled Communication Protocol Design for Health Monitoring Services,,"The rapid advancement of Internet of Things (IoT) technology has transformed healthcare by enabling remote patient monitoring, chronic disease management, and preventive care solutions. Human Body Communication (HBC) stands out as a promising integration within this evolution, utilizing the body's electrical conductivity for seamless data transmission between wearable health devices and healthcare systems. This direct connection ensures secure, real-time monitoring without traditional connectivity constraints. Proposing a protocol design framework, this abstract aims to optimize communication between IoT and HBC technologies to enhance health monitoring services and the framework accommodates a variety of sensors crucial for comprehensive health assessment, including temperature, EEG, ECG, heart rate, pressure, blood glucose, oxygen saturation, respiratory rate, and blood pressure sensors. By integrating IoT and HBC, healthcare enters a new era characterized by improved accessibility, efficiency, and personalized care delivery. This convergence fosters proactive healthcare, empowering individuals to manage their well-being while enabling healthcare providers to deliver timely interventions for better patient outcomes."
14,0.67448705,2022,2022 IEEE 12th International Conference on Consumer Electronics (ICCE-Berlin),10.1109/ICCE-Berlin56473.2022.9937137,G. Ciocca; P. Napoletano; M. Romanato; R. Schettini,A health telemonitoring platform based on data integration from different sources,,"The management of people with long-term or chronic illness is one of the biggest challenges for national health systems. In fact, these diseases are among the leading causes of hospitalization, especially for the elderly, and huge amount of resources required to monitor them leads to problems with sustainability of the healthcare systems. The increasing diffusion of portable devices and new connectivity technologies allows the implementation of telemonitoring system capable of providing support to health care providers and lighten the burden on hospitals and clinics. In this paper, we present the implementation of a telemonitoring platform for healthcare, designed to capture several types of physiological health parameters from different consumer mobile and custom devices. Consumer medical devices can be integrated into the platform via the Google Fit ecosystem that supports hundreds of devices, while custom devices can directly interact with the platform with standard communication protocols. The platform is designed to process the acquired data using machine learning algorithms, and to provide patients and physicians the physiological health parameters with a user-friendly, comprehensive, and easy to understand dashboard which monitors the parameters through time. Preliminary usabil-ity tests show a good user satisfaction in terms of functionality and usefulness."
36,1.0,2023,IEEE Embedded Systems Letters,10.1109/LES.2022.3189984,R. Álvarez-González; E. R. González-Campos; N. Quiroz-Hernández; A. M. Sánchez-Gálvez,Three-Stage Power Supply System Model for a Wearable IoT Device for COVID-19 Patients,,"During the current crisis caused by the COVID-19 pandemic, Wearable IoT (WIoT) health devices have become essential resources for remote monitoring of the main physiological signs affected by this disease. As well as sensors, microprocessor, and wireless communication elements are widely studied, the power supply unit has the same importance for the WIoT technology, since the autonomy of the system between recharges is of great importance. This letter presents the design of the power supply system of a WIoT device capable of monitoring oxygen saturation and body temperature, sending the collected data to an IoT platform. The supply system is based on a three-stage block consisting of a rechargeable battery, battery charge controller, and dc voltage converter. The power supply system is designed and implemented as a prototype in order to test performance and efficiency. The results show that the designed block provides a stable supply voltage avoiding energy losses, which makes it an efficient and rapidly developing system."
37,1.0,2020,2020 IEEE Conference on Communications and Network Security (CNS),10.1109/CNS48642.2020.9162311,A. I. Newaz; A. K. Sikder; L. Babun; A. S. Uluagac,HEKA: A Novel Intrusion Detection System for Attacks to Personal Medical Devices,,"Modern Smart Health Systems (SHS) involve the concept of connected personal medical devices. These devices significantly improve the patient's lifestyle as they permit remote monitoring and transmission of health data (i.e., telemedicine), lowering the treatment costs for both the patient and the healthcare providers. Although specific SHS communication standards (i.e., ISO/IEEE 11073) enable real-time plug-and-play interoperability and communication between different personal medical devices, they do not specify any features for secure communications. In this paper, we demonstrate how personal medical device communication is indeed vulnerable to different cyber attacks. Specifically, we show how an external attacker can hook into the personal medical device's communication and eavesdrop the sensitive health data traffic, and implement manin-the-middle, replay, false data injection, and denial-of-service attacks. Furthermore, we also propose an Intrusion Detection System (IDS), HEKA, to monitor personal medical device traffic and detect attacks on them. HEKA passively hooks into the personal medical traffic generated by medical devices to learn the contiguous sequence of packets information from the captured traffic and detects irregular traffic-flow patterns using an n-grambased approach and different machine learning techniques. We implemented HEKA in a testbed consisting of eight off-the-shelf personal medical devices and evaluated its performance against four different attacks. Our extensive evaluation shows that HEKA can effectively detect different attacks on personal medical devices with an accuracy of 98.4% and Fl-score of 98%."
38,1.0,2024,2024 20th International Conference on Distributed Computing in Smart Systems and the Internet of Things (DCOSS-IoT),10.1109/DCOSS-IoT61029.2024.00093,G. D’Aniello; L. Greco; F. Pupo; C. Savaglio,Entrust: usEr ceNtric plaTform foR continoUS healThcare,,"The continuous growth in the worldwide demand for medical services pushes the traditional model of hospital care towards a more sustainable one which makes continuous monitoring of health status as well as remote treatment of diseases (where possible) feasible. In this context, the synergic exploitation of well-established paradigms such as Internet of Things (IoT), Wearable Computing and Edge Intelligence (EI) within a single platform can represent a game-changer with respect to the current smart healthcare scenario. In this paper we introduce ENTRUST (usEr ceNtric plaTform foR continoUS healThcare), an innovative solution pivoted around a seamless edge-cloud architecture and a simulation-based approach for the development of next-generation, daily healthcare services. The system desiderata and challenges towards its implementation are hence discussed and a use case reported to exemplify the envisioned ENTRUST approach."
39,1.0,2022,2022 IEEE International Symposium on Medical Measurements and Applications (MeMeA),10.1109/MeMeA54994.2022.9856526,L. De Palma; F. Attivissimo; A. Di Nisio; A. M. L. Lanzolla; M. A. Ragolia; M. Spadavecchia,Development of a web-based system for interfacing a portable Bluetooth vital sign monitor,,"Nowadays telemedicine has become increasingly pervasive with the use of wearable sensors and miniaturized devices to monitor vital signs in patients at home and in non-structured places. Various telemedicine system architectures for remote monitoring of vital parameters have been proposed, also given the increase in population aging. In this paper the implementation of a web-based telemedicine solution with an Android app for a medical device, Checkme Pro, is presented. The proposed solution permits to download data to the developed Android app exploiting the Bluetooth connectivity of the medical device, that is a certified multi-parametric vital sign monitor, and to manage their presentation to users. The Android app permits to view data and measurements and store them in the database, while the developed web app, in addition to data visualization, permits to visualize graphic trends of different vital signs by querying the database. The functionality that allows visualization of the time trends of vital parameters is of enormous interest for telemedicine applications ensuring greater patient safety and a better understanding of the patient's health situation. Then a validation of the telemedicine system has been done to test the correctness and consistency of the data stored in the Android app, saved in the database, and displayed in both apps."
15,0.6938213,2023,IEEE Access,10.1109/ACCESS.2023.3343414,A. Khalifeh; D. E. D. I. Abou-Tair; R. Obermaisser; M. Abuteir; K. A. Darabkh,A Reliable System-of-Systems Healthcare Monitoring Framework,,"System-of-systems (SoS) have recently been used in several applications and scenarios in the field of safety, defense, and healthcare. In an SoS environment, the entire system is divided into sub-systems, which provides more flexibility and reduces the management cost of the entire system. SoS have been widely used in healthcare monitoring services, where patients are provided with medical sensors that send their medical measurements to a remote unit for further processing and decision-making. These sensors communicate with an access point using the wireless channel, which gives patients flexibility in mobility and makes the monitoring system more convenient and comfortable. However, sending data over the wireless channel presents several challenges, such as contention between the different sensors in accessing the channel and the bit errors associated with the noisy wireless channel. In this paper, an SoS healthcare monitoring framework is proposed, where a wireless communication protocol is proposed that addresses the sensors’ node network access contention and mitigates the bit errors of the communication channel by providing forward error correction bits to the transmitted packets. In addition, the protocol takes into consideration the sensors’ importance and criticality, such that more important sensors are given more network access time and more error correction bits, which in turn results in a robust transmission process with low transmission delay. The simulation results show the proposed wireless communication protocol’s effectiveness in lowering the packet loss, giving higher priority and having higher throughput for the more critical sensors."
16,0.65785974,2022,2022 3rd International Conference on Electronics and Sustainable Communication Systems (ICESC),10.1109/ICESC54411.2022.9885288,R. M; P. Voola,IoT and Co-Operative Communication Enabled Healthcare Devices - A Review,,"IoT devices are increased as there is constant growth in internet dependable devices. These devices can be able to make contact with the outer world and with the people using a wide range of sensors that, by digitizing certain qualities of interest and experiencing reality as a consequence. It can provide a tremendous amount of data. All of this data is then shared with other devices, as well as other programmes and infrastructures across the network. IoT is built up on the idea of a continually changing the dynamic world integrating the WSNs. IoT applications are in healthcare monitoring, which are combined sensor technology with proprietary communication protocols, they have improved communication between doctors and patients, resulting in high-quality medical treatment. This is accomplished by using a sensor network with no wires system to monitor patients in real time. For predictive analytics on sensor data is obtained via different channels of communication, several machine learning approaches are addressed. The reliability of the Internet of Things in Healthcare architecture development is examined in this study by using a cooperative communication system with a relay mechanism. In healthcare outcomes, the machine learning analytical approach allows sickness diagnosis. This article about the IoT in healthcare and the several data science algorithms utilized makes use of a variety of literature evaluations. This article also discussed the hardware difficulties of integrating cooperative communication. In the framework of cooperative communication, the current technologies and data sources are employed in healthcare analytics are further outlined. Integration of cloud and fog technologies with IoT data modelling has also been suggested."
40,1.0,2023,2023 IEEE International Smart Cities Conference (ISC2),10.1109/ISC257844.2023.10293573,S. B. A. Khattak; H. Farman; M. M. Nasralla; M. A. Esmail,Enhancing Wheelchair Communications Utilizing Thread Protocol for Improved Patient Safety,,"This paper presents an efficient framework for smart wheelchair communications within a rehabilitation center, utilizing the Thread protocol to enhance patient safety and healthcare management. The proposed system aims to establish bidirectional communication between wheelchairs and other healthcare devices in the center. The framework comprises two types of nodes: wheelchairs, equipped with sensors for physio-logical measurements and Thread communication modules, and fixed nodes, including Thread routers forming a mesh network for robust connectivity. A Thread border router acts as a bridge between the internal Thread network and a centralized health-care database through Wireless Local Area Network (WLAN). This multi-tiered communication system integrates data collection, local communication, aggregation, and routing, facilitating seamless data exchange for improved patient care and overall healthcare management. A testbed is developed to evaluate the performance of the proposed framework by considering packet loss and jitter while increasing the distance among wheelchair and Thread router. Performance evaluation of the network was conducted across distances ranging from 1 to 40 meters, utilizing a 20 kbps bitrate. The results demonstrate the efficacy and reliability of the proposed framework, making it a promising solution for advancing healthcare in rehabilitation centers."
17,0.6651575,2022,2022 International Conference on Engineering and Emerging Technologies (ICEET),10.1109/ICEET56468.2022.10007387,M. Moghaddam,Design and Implementation of Wearable Artificial Kidney Telemonitoring System,,"Designing, producing, and implementing biosensors and monitoring vital signals is one of the necessities of today’s technologies. In this article, a special monitoring module with a rechargeable battery power source and a software-based expandable platform on the web server for displaying and monitoring the Wearable Artificial Kidney (WAK) signals graphically, is presented. The proposed system, monitors and controls the performance of the device remotely, and it provides a reduction in costs and time savings. By implementing a hardware module, the vital and control signals are received from WAK sensors and using the Hypertext Transfer Protocol (HTTP) and Message Queuing Telemetry Transport (MQTT) protocol are sent. The proposed module can send the data by WIFI and GSM/GPRS. The desired module, while controlling WAK remotely, is equipped with a GPS that controls the geographic location of patients. To reduce the power consumption of this battery-powered module, it sends the location in a part-time performance cycle. The proposed method, utilized artificial intelligence (AI) algorithm, to monitor the performance of the WAK and provide suitable control according to each patient’s condition. Also, the AI algorithm utilizes the significant measured parameters of the sensors such as blood leakage and air bubble detectors, access, return, pre-filter and ultra-filter pressures, temperature, pump status, and battery level, leading to early detection and interventions to avoid hospitalizations that facilitate the management and increase the quality of the dialysis patients."
41,1.0,2021,"2021 3rd International Conference on Advances in Computing, Communication Control and Networking (ICAC3N)",10.1109/ICAC3N53548.2021.9725745,N. Janvier; N. Arcade; N. Eric; M. A. Rwanda; T. J. B. Rwanda,Internet of Things Based Patient and Doctor Virtual Interaction During Pandemic in Rwanda,,"Rwanda has made a lot of change in health care systems due to the emergency of pandemics that put a lot of number of people at risks of being infected. Due to the huge number of people looking for health services and a shortage of health infrastructure including a few numbers of trained medicine doctors in developing countries, there are unexpected deaths of people due to the shortage of infrastructures to accommodate a big number of incoming patients [1]. The government of Rwanda confirmed the policy of keeping some of the patients at their home place during their sicknesses (Home based care). However, due to the lack of the real time information about the patients or the individuals at their home place, this can put the many people at the risk of being dead.This paper serves to analyze the performance of the existing wearable devices worldwide and to develop a wearable hardware product that would be used to monitor the patient at their home place without a need of physical interaction between the doctor and patient. This wearable device should help the patients' health conditions to be monitored continuously through the wireless communication environment. The proposed system employs physiological sensors such as temperature and heart rate sensors for helping in remote monitoring the physical conditions of the patients reside at their home place and GPS sensor for tracking the location of the patient. The results show that the implemented product could trigger the notification to the remote doctor through the SMS and personal Email if an emergence case or an abnormal condition is detected in human body."
42,1.0,2020,IEEE Journal of Biomedical and Health Informatics,10.1109/JBHI.2019.2894552,S. Macis; D. Loi; A. Ulgheri; D. Pani; G. Solinas; S. L. Manna; V. Cestone; D. Guerri; L. Raffo,Design and Usability Assessment of a Multi-Device SOA-Based Telecare Framework for the Elderly,,"Telemonitoring is a branch of telehealth that aims at remotely monitoring vital signs, which is important for chronically ill patients and the elderly living alone. The available standalone devices and applications for the self-monitoring of health parameters largely suffer from interoperability problems; meanwhile, telemonitoring medical devices are expensive, self-contained, and are not integrated into user-friendly technological platforms for the end user. This paper presents the technical aspects and usability assessment of the telemonitoring features of the HEREiAM platform, which supports heterogeneous information technology systems. By exploiting a service-oriented architecture, the measured parameters collected by off-the-shelf Bluetooth medical devices are sent as XML documents to a private cloud that implements an interoperable health service infrastructure, which is compliant with the most recent healthcare standards and security protocols. This Android-based system is designed to be accessible both via TV and portable devices, and includes other utilities designed to support the elderly living alone. Four usability assessment sessions with quality-validated questionnaires were performed to accurately understand the ease of use, usefulness, acceptance, and quality of the proposed system. The results reveal that our system achieved very high usability scores even at its first use, and the scores did not significantly change over time during a field trial that lasted for four months, reinforcing the idea of an intuitive design. At the end of such a trial, the user-experience questionnaire achieved excellent scores in all aspects with respect to the benchmark. Good results were also reported by general practitioners who assessed the quality of their remote interfaces for telemonitoring."
18,0.642769,2022,2022 23rd International Symposium on Quality Electronic Design (ISQED),10.1109/ISQED54688.2022.9806281,N. I. Hossain; S. Tabassum,An IoT-enabled Electronic Textile-based Flexible Body Sensor Network for Real-time Health Monitoring in Assisted Living during Pandemic,,"This paper presents a cost-effective and flexible electronic textile sensor with high sensitivity and fast response and demonstrates its versatile applications, including real-time measurements of finger kinematics, phonation, cough patterns, as well as subtle muscle movements (i.e., eye reflex). The sensor can discriminate between speech and cough patterns, thereby expanding its applications to COVID-19 detection, speech rehabilitation training, and human/machine interactions. A combination of different sensor data is essential to acquire clinically significant information. Therefore, a sensor array is interfaced with the LoRa communication protocol to establish an Internet of Things (IoT)-based electronic textile framework. The IoT integration allows remote monitoring of body kinematics and physiological parameters. Therefore, the proposed IoT-based framework holds the potential to provide real-time and continuous health monitoring to allow immediate intervention during this pandemic."
19,0.6861861,2020,"2020 25th International Computer Conference, Computer Society of Iran (CSICC)",10.1109/CSICC49403.2020.9050085,N. H. Molaei; S. Ali Seyedalian; A. S. Oskouie; E. Zarepour,Characterizing The Energy Consumption and Maximum Coverage of 802.15.1 V4.2 for Wearable Home-care Monitoring Systems,,"Energy consumption of the wearable home-care monitoring systems is a major challenge due to the need for continuous remote monitoring of the patients. Choosing the appropriate communication protocol to reduce energy consumption of these systems is, therefore, a key parameter. Since the recent versions of the IEEE 802.15.1 (Bluetooth) protocol can potentially reduce energy consumption and provide a better coverage range, they are promising for wearable homecare monitoring systems (WHMS). On the other hand, a deep energy consumption analysis of these protocols for WHMS has not been thoroughly yet conducted. In this paper, using software and hardware-based energy monitoring platform, the energy consumption and maximum coverage of the Bluetooth Low Energy (BLE) V4.2 is experimentally evaluated in different homecare scenarios in which the wireless signal may travel through the wood, metal, brick wall, body, and similar obstacles. Our results show that the highest energy consumption of the BLE 4.2 occurs when there is a human body or brick wall obstacle between the transmitter and receiver. Our extensive experiments also reveal that the maximum effective coverage range of a BLE 4.2 enabled WHMS is 36m in line of sight scenarios which decline to around 25m and 18.5m when the signal travels through brick walls and the human body, respectively, which all these numbers are suitable for WHMS."
43,1.0,2021,2020 IEEE International Conference on Internet of Things and Intelligence System (IoTaIS),10.1109/IoTaIS50849.2021.9359718,A. Tiberkak; A. Hentout; A. Belkhir,Lightweight Remote Control of Distributed Web-of-Things Platforms: First Prototype,,"Web of Things is the concept of controlling smart and communicating systems, Connected Objects (COs), through Web applications. Web technologies offer interoperable and flexible technologies to implement sophisticated GUI to control COs. However, such technologies are very limited in terms of communication protocols. This paper proposes a lightweight platform to control COs via Web applications without adding any extension to the Web browser. For this, only the standardized protocol HTTP is used by exploiting two JavaScript objects: (i) XMLHttpRequest for synchronous communication and (ii) EventSource for CO-to-Web application communication. The proposed platform implements the basic functionalities, inspired from OUPnP/UPNP, for remote monitoring and controlling of COs such as: (a) Discovering to allow COs advertising their presence to Web applications and Web applications to find available COs, (b) Description to know how controlling COs and their services, (c) Controlling to allow Web application invoking COs services, and finally (d) Eventing to allow CO sending notifications to the adequate Web applications. Moreover, this platform allows dynamic incorporation of pre-implemented control panel (fragment of Web page) on the Web application to control COs."
44,1.0,2024,2024 4th Asia-Pacific Conference on Communications Technology and Computer Science (ACCTCS),10.1109/ACCTCS61748.2024.00116,C. Bian; S. Li; B. Zhao,Intelligent Health Monitoring Device and Technology in Wireless Community Remote Medical Monitoring System on Basis of ZigBee Network,,"Currently, the demand for community health monitoring is increasing, and traditional monitoring equipment can no longer meet the requirements of remote monitoring. This article studied an intelligent health monitoring device (IHMD) in a wireless community remote medical monitoring system (RMMS) based on ZigBee network. Based on the inherent characteristics of community monitoring networks, this paper explored a CZR (Congestion Control ZigBee Routing) algorithm suitable for community monitoring networks through the study of ZigBee routing algorithm. In the hardware design of the system, the gateway module monitors and manages the entire community monitoring network, integrates and processes the received physiological data, and finally uploads it to the Internet. The main function of this module is to transmit physiological data through the ZigBee network protocol and TCP/IP (Transmission Control Protocol/Internet Protocol) protocol, serving as a bridge. This article evaluated the user effectiveness of the device by collecting evaluations and feedback from community residents on the device. User ID 001 had a first-time usage experience, with a usability score of 4, reliability score of 5, and comfort score of 4. The establishment of a community health monitoring system in this article is an effective method that is conducive to promoting nationwide health monitoring."
45,1.0,2024,"2024 International Conference on Advances in Computing, Communication and Applied Informatics (ACCAI)",10.1109/ACCAI61061.2024.10601838,B. Kumar; S. Anand; R. D. Sah,Age Guardian: Sentinel for Elderly Safety through IoT powered Fall Detection and Wellness Assurance,,"Among the elderly, falls are a common and crippling problem that frequently results in serious injuries and a loss of independence. This in-depth research explores the world of fall detection technology created to handle this pressing issue. It delves into the technical foundations of these tools, illuminating the different sensors, algorithms, and communication protocols that allow them to precisely detect falls. Statistics on the frequency and effects of falls are used in the study to support the necessity of fall detection in the context of elder care.Important players, market size, growth patterns, and competitive environments are revealed by a detailed market analysis. We look closely to the requirements and concerns of the user, including comfort, privacy, and ease of use. Testimonials and case studies from the real world offer useful information on how well various gadgets work. The paper also addresses the issues of false alarms and accuracy, the affordability and cost aspects, and future directions in fall detection technology. To sum up, it provides insightful advice for senior citizens, their carers, medical professionals, and legislators with the goal of enhancing their quality of life and safety.The paper explores the fundamental technologies of these gadgets—sensors, algorithms, and communication networks—and emphasizes how well they detect falls and notify caretakers or medical personnel. The paper highlights the critical need for effective solutions by providing statistics on the frequency and consequences of falls among the elderly, recognizing the deep significance of fall detection.A thorough market study provides prospective investors and consumers with insights by exposing the major companies in the fall detection device business, along with their market share, growth trends, and competitive landscape."
46,1.0,2024,2024 19th Annual System of Systems Engineering Conference (SoSE),10.1109/SOSE62659.2024.10620925,V. Kondeti; H. Bahsi,Mapping Cyber Attacks on the Internet of Medical Things: A Taxonomic Review,,"The Internet of Medical Things (IoMT) constitutes the core technology of various contemporary healthcare applications, such as remote patient monitoring, telemedicine, and surgical robotics. Due to their complex system-of-system nature, IoMT systems are prone to numerous cyber attacks with implications ranging from physical harm to data theft. This study surveys the literature to identify the cyber attack categories and their taxonomy to induce a knowledge base for systematic threat modelling methods. Contrary to similar studies, we paid attention to review papers demonstrating solid attack techniques and tactics in healthcare systems. The knowledge base consisting of attacks, their categories, and taxonomy can be utilized by system developers to identify security requirements at the early stage of development."
47,1.0,2023,2023 IEEE AFRICON,10.1109/AFRICON55910.2023.10293713,V. V. Garbhapu; S. Gopalan,LTE-M for IoT Healthcare - Regression or Adaptation?,,"The Internet of Things (IoT) has transformed the healthcare industry, enabling remote monitoring, telemedicine, and smart medical devices. Selecting the appropriate communication technology is crucial for the success of IoT applications in healthcare. While the industry has explored various technologies, such as Global System for Mobile Communications (GSM) and Radio Frequency (RF)-based (IEEE 802.15.4) solutions, there has been a recent shift back to cellular-based solutions, such as LTE-M (Long-Term Evolution for Machines), Narrow Band (NB)-IoT. This article examines whether this shift signifies a regression or an adaptation to the evolving requirements of healthcare IoT applications. We delve into the advantages of LTE-M over traditional GSM and RF technologies, including scalability, mobility, power efficiency, and discuss its use cases in healthcare IoT, such as remote patient monitoring and emergency response. The article motivates that the shift to LTE-M is an adaptation to the changing needs of healthcare IoT applications, making it a powerful and flexible communication technology in the ever-evolving landscape of IoT healthcare."
20,0.67590827,2021,IEEE Sensors Journal,10.1109/JSEN.2021.3064267,A. Vyas; S. Pal,Optimum Placement of Relay Nodes in WBANs for Improving the QoS of Indoor RPM System,,"Pandemic situation such as COVID-19 boosted the demand for remote patient monitoring (RPM) system. The medical sensors attached to the human body in RPM system experience varying channel quality due to body movements. This paper analyzes the signal received from RPM sensors when a patient rotates by different angles while sitting on a chair as well as heed the use of a relay node placed on his/her body. Literature suggests many relay-based communication protocols to deliver physio-signals efficiently in an RPM application. However, limited studies have focused on the position of a relay node on the human body. In this paper, we empirically analyze the off-body communication path of sensor nodes by collecting data from different body orientations in a residential room. We estimate the path loss parameters for underweight, normal and overweight body mass index (BMI) categories. The estimated parameters are then used to simulate the physical layer of a home-based indoor RPM application. We inspect different relay node positions on the human body and allude an optimal position of the relay node that cover the transmission range of all sensors and provides an improved channel quality. We improve the Quality of Service (QoS) during non-line-of-sight (NLOS) situation and design an adaptive cross-layer communication protocol for WBANs."
48,1.0,2023,2023 8th International Conference on Control and Robotics Engineering (ICCRE),10.1109/ICCRE57112.2023.10155571,S. A. S. Girón; B. A. C. Morales; F. de Lourdes Cáceres Lagos; F. E. N. Rodríguez,Environmental Monitoring System with Wireless Sensing and IoT Technologies for Intensive Care Units,,"In Honduras, many healthcare centers do not have automated recording and monitoring of the environmental parameters of the rooms. Consequently, these parameters are monitored manually or even go unnoticed by maintenance personnel, due to the lack of the necessary tools for constant monitoring. Temperature, relative humidity, carbon dioxide and the intensity of environmental acoustic noise are the main parameters that will allow the validation of air quality. Thus, a remote monitoring system based on IoT is proposed that allows viewing all these parameters in a centralized and remote way. This system will have a special focus on the intensive care ward, as it is a critical area that requires a high level of monitoring and supervision for its conditions. By experimentation, it allowed tests to be conducted in different environments such as controlled environments, angiography operating rooms and finally the target room, which is the intensive care unit. Sensor data was corroborated by other measurement instruments as well as other similar sensors. By having a centralized monitoring alert system that allows health personnel to allow resources, both human and material, to be directed to more relevant activities within a hospital center."
49,1.0,2022,2022 7th International Conference on Communication and Electronics Systems (ICCES),10.1109/ICCES54183.2022.9835946,T. Veeramanikandasamy; C. S. Vasudhaa.; A. P. Rajesh,Smart Vital Signs Monitoring System for Covid-19 Patients in Quarantine,,"A healthcare monitoring system based on the Internet of Things has been designed to monitor the vital signs of patients with COVID-19 while they are isolated at home. The complete system is designed using an embedded controller, medical sensors, a mobile application, and a cloud server. This Internet of Medical Things (IoMT) device is used to evaluate COVID-19 patients’ critical levels during home isolation by monitoring their heart rate, body temperature, oxygen saturation (SpO2), cough intensity counts and geographic position. This approach enables physicians to assess COVID-19 patients without the need for direct contact, thereby minimizing the risk of infection. An embedded hardware device with internet connectivity collects and displays vital signs of COVID-19 patients and transmits the data to an IoT platform. The cloud layer and smartphone application store COVID-19 patient records via the API interface. Additionally, the Hospital Management System (HMS) is utilized to manage physician appointments and the prescriptions given to patients. Mobile applications and email notifications are sent to physicians and patients’ families in case of an emergency, allowing them to respond quickly. The users can also view their vital signs and an alert message on the OLED screen."
50,1.0,2023,2023 6th International Conference on Artificial Intelligence and Big Data (ICAIBD),10.1109/ICAIBD57115.2023.10206318,J. Hu; Y. Zhang,Design of Remote Monitoring System for Ventilator Based on Golang and MongoDB,,"In order to solve the contradiction between the large number of ventilators, large amount of data and limited medical personnel, this paper proposes a solution based on Golang and MongoDB. In this scheme, the ventilator uploads the device data information in real time through UDP. Based on Golang concurrency and EPOLL-ET mode, the server realizes high performance and scalability. MongoDB is used to store structured data. Compared with traditional solutions, this scheme has a more convenient way of development and stronger horizontal expansion ability, which can expand to more medical device. The test results show that the single Web service supports the maximum QPS of 105485 for short connections and 334687 for long connections. The single device service can support 3000 online devices and consumes fewer system resources."
51,1.0,2020,IEEE Access,10.1109/ACCESS.2020.3005638,H. Calderón-Gómez; L. Mendoza-Pittí; M. Vargas-Lombardo; J. M. Gómez-Pulido; J. L. Castillo-Sequera; J. Sanz-Moreno; G. Sención,Telemonitoring System for Infectious Disease Prediction in Elderly People Based on a Novel Microservice Architecture,,"This article describes the design, development and implementation of a set of microservices based on an architecture that enables detection and assisted clinical diagnosis within the field of infectious diseases of elderly patients, via a telemonitoring system. The proposed system is designed to continuously update a medical database fed with vital signs from biosensor kits applied by nurses to elderly people on a daily basis. The database is hosted in the cloud and is managed by a flexible microservices software architecture. The computational paradigms of the edge and the cloud were used in the implementation of a hybrid cloud architecture in order to support versatile high-performance applications under the microservices pattern for the pre-diagnosis of infectious diseases in elderly patients. The results of an analysis of the usability of the equipment, the performance of the architecture and the service concept show that the proposed e-health system is feasible and innovative. The system components are also selected to give a cost-effective implementation for people living in disadvantaged areas. The proposed e-health system is also suitable for distributed computing, big data and NoSQL structures, thus allowing the immediate application of machine learning and AI algorithms to discover knowledge patterns from the overall population."
52,1.0,2023,2023 3rd Asian Conference on Innovation in Technology (ASIANCON),10.1109/ASIANCON58793.2023.10270031,R. Kumar,Establishment of Telemedicine Architecture in IoT Based Smart Home Security System for Health Monitoring System,,"Telemedicine is a technology-enabled healthcare delivery system wherein medical professionals and their patients are geographically remote. It is one of the major use-cases of the Internet of Things (IoT) offering a wide array of innovative solutions improving the healthcare system by providing convenience and cost-effective services. Nowadays, Telemedicine leverages the vast potential of the Internet of Things to enable excellent connectivity and data exchange between the medical personnel and their patients. The core component of the telemedicine architecture in IoT is the network. This network comprises of various interconnected devices. It could include an array of sensors, switches, nodes, etc. for data acquisition. Additionally, these objects are often associated with multiple applications for easy access to health data and treatments. A telemedicine system collects and stores patient data collected from the wide array of sensors that act as data sources. The patient data is stored in a secure database, which is accessed by doctors or medical staffs to perform medical analysis or treatments. The medical personnel can also access the data remotely using personal computers or tablets. The security aspect of this technology is paramount as a breach in privacy can cause serious harm to a patient. Therefore, telemedicine systems are required to incorporate security measures, such as authentication and encryption protocols, to ensure patient privacy and safety. In summary, Telemedicine in IoT is a revolutionary technology that promises cost-effective and convenient healthcare solutions. Its ability to leverage the connectivity of the Internet of Things and its modern security measures makes it an ideal system for healthcare delivery."
53,1.0,2023,2023 International Conference on Inventive Computation Technologies (ICICT),10.1109/ICICT57646.2023.10134279,V. Manjula; C. Vijayabanu,Predicting the Application of Internet of Things (IoT) a New Wave of Technology for Smart Health Care,,"Healthcare is a fundamental aspect of human life. Furthermore, receiving high-quality medical care is highly essential. India is now facing various healthcare challenges due to a lack of resources. To define the concept of “smart healthcare,” this study discusses about the primary technologies before describing how it is presently being implemented across several key industries. Then, this study discusses about the challenges currently faced by smart healthcare. Finally, the future possibilities for smart healthcare are examined. The objective of this study is to comprehend the utilization of the Internet of Things, a new wave technology, to deal with healthcare related challenges. Finally, different IoT-based healthcare monitoring systems are comparatively analyzed. The limitations of IoT in healthcare, such as authentication, security, and wearability are examined, and ideas for future methodological approaches are presented."
